Rooms,Type,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,Regionname,Propertycount,Price
1.0,2,4,5.1,3181,1.0,1.0,1.0,0.0,5,4380.0,300000.0
3.0,1,1,38,3199,3.0,1.0,2.0,512.0,4,7566.0,743500.0
2.0,0,3,1.8,3053,2.0,1.0,0.0,66.0,2,6786.0,840000.0
2.0,2,1,7.5,3040,2.0,1.0,1.0,1032.0,6,9264.0,550000.0
3.0,0,1,3,3067,3.0,1.0,1.0,270.0,2,4019.0,1402500.0
3.0,0,1,13.9,3108,3.0,2.0,2.0,0.0,0,9028.0,958000.0
5.0,0,1,5.6,3101,3.0,1.0,2.0,512.0,5,10331.0,6240000.0
4.0,0,1,14.6,3189,4.0,2.0,1.0,696.0,5,2555.0,1200000.0
4.0,0,1,14.7,3030,4.0,2.0,2.0,702.0,6,16166.0,645000.0
3.0,0,3,14.8,3023,3.0,1.0,2.0,693.0,6,6388.0,665000.0
3.0,0,3,12,3073,3.0,1.0,4.0,614.0,2,21650.0,840000.0
4.0,0,1,13,3046,4.0,2.0,2.0,650.0,2,8870.0,787500.0
3.0,0,1,14,3166,3.0,2.0,1.0,570.0,5,3224.0,1205000.0
3.0,2,3,28.8,3177,3.0,2.0,1.0,512.0,4,3533.0,512000.0
4.0,0,1,16.1,3088,4.0,2.0,2.0,512.0,2,8524.0,926500.0
3.0,0,1,5.3,3070,3.0,1.0,2.0,512.0,2,11364.0,1290000.0
4.0,0,0,11.8,3204,4.0,1.0,2.0,903.0,5,3578.0,2250000.0
3.0,0,1,11,3147,3.0,1.0,2.0,545.0,5,3052.0,1500000.0
4.0,0,1,27.2,3024,3.0,1.0,2.0,512.0,6,5262.0,625000.0
4.0,0,1,17.9,3082,4.0,2.0,2.0,537.0,2,10529.0,676000.0
3.0,2,1,25,3155,3.0,1.0,2.0,512.0,0,9704.0,593000.0
3.0,0,0,12.3,3166,3.0,1.0,1.0,1125.0,5,2547.0,1775000.0
2.0,0,1,3.3,3206,1.0,1.0,0.0,147.0,5,3280.0,1110000.0
2.0,2,1,13.8,3188,2.0,1.0,2.0,512.0,5,5454.0,543500.0
2.0,0,1,9.3,3162,2.0,1.0,1.0,534.0,5,5051.0,1104000.0
3.0,0,1,16.1,3088,3.0,1.0,1.0,467.0,2,8524.0,637000.0
3.0,0,1,11.4,3163,3.0,2.0,2.0,721.0,5,7822.0,1646000.0
3.0,2,1,11.4,3163,3.0,1.0,2.0,0.0,5,7822.0,602500.0
4.0,0,1,20.6,3064,4.0,2.0,3.0,854.0,2,15510.0,725000.0
3.0,0,3,24.7,3175,3.0,1.0,2.0,740.0,4,10894.0,980000.0
4.0,0,0,15.3,3074,4.0,1.0,2.0,695.0,2,7955.0,760000.0
4.0,0,0,14.7,3167,4.0,2.0,2.0,558.0,4,3692.0,800000.0
3.0,1,4,11.2,3046,3.0,1.0,2.0,512.0,2,2651.0,650000.0
2.0,0,3,5,3182,2.0,1.0,2.0,165.0,5,13240.0,1100000.0
3.0,0,0,8.2,3041,3.0,2.0,2.0,512.0,6,3284.0,1300000.0
4.0,0,1,24.8,3156,4.0,2.0,2.0,659.0,0,10788.0,890000.0
2.0,0,1,2.5,3067,2.0,1.0,0.0,182.0,2,4019.0,1012500.0
4.0,0,0,13.8,3165,3.0,1.0,2.0,512.0,5,10969.0,1250000.0
3.0,1,1,10.4,3042,3.0,2.0,1.0,195.0,6,3464.0,780000.0
2.0,2,3,9.4,3041,2.0,1.0,1.0,0.0,6,1308.0,340000.0
4.0,0,1,9.5,3034,4.0,2.0,1.0,581.0,6,4502.0,934000.0
4.0,0,1,19.9,3134,4.0,2.0,2.0,512.0,0,7785.0,926000.0
3.0,2,1,13.8,3018,3.0,2.0,1.0,205.0,6,5301.0,577000.0
4.0,0,1,13.4,3130,4.0,2.0,3.0,989.0,0,5713.0,1790000.0
4.0,0,1,13.9,3108,4.0,3.0,2.0,654.0,0,9028.0,1462500.0
3.0,1,4,12.4,3060,3.0,1.0,2.0,512.0,2,5070.0,550000.0
4.0,0,1,13,3204,4.0,2.0,4.0,902.0,5,6795.0,1815000.0
1.0,2,4,7.7,3184,1.0,1.0,1.0,0.0,5,8989.0,326000.0
3.0,0,1,12.1,3083,3.0,1.0,2.0,550.0,2,10175.0,817000.0
3.0,0,1,21.8,3089,3.0,1.0,2.0,512.0,3,4258.0,715000.0
2.0,1,1,1.6,3065,2.0,1.0,2.0,6261.0,2,5825.0,1350000.0
5.0,0,0,7.5,3040,5.0,4.0,2.0,512.0,6,9264.0,1820000.0
4.0,0,1,7.8,3079,4.0,2.0,2.0,512.0,0,1554.0,1905000.0
3.0,0,4,3.3,3141,3.0,3.0,2.0,191.0,5,14887.0,3000000.0
1.0,2,1,7.7,3184,1.0,1.0,1.0,0.0,5,8989.0,357000.0
5.0,0,0,10.3,3084,5.0,3.0,2.0,1001.0,0,1651.0,2710000.0
3.0,0,1,7.7,3124,3.0,1.0,2.0,487.0,5,8920.0,1625000.0
3.0,0,0,12.4,3108,3.0,3.0,2.0,621.0,0,9028.0,1400000.0
3.0,2,1,12.8,3033,3.0,1.0,2.0,512.0,6,5629.0,711000.0
4.0,0,3,24.8,3156,4.0,3.0,2.0,737.0,0,10788.0,840000.0
4.0,0,1,5.2,3056,3.0,1.0,2.0,512.0,2,11918.0,1440000.0
3.0,0,1,10.5,3081,3.0,1.0,2.0,800.0,0,2947.0,950000.0
3.0,1,1,8,3040,3.0,1.0,2.0,512.0,6,9264.0,878500.0
3.0,0,1,7.3,3146,3.0,2.0,2.0,374.0,5,10412.0,1285000.0
2.0,2,1,5.3,3122,3.0,1.0,2.0,512.0,5,11308.0,820000.0
4.0,0,1,14.6,3189,4.0,2.0,2.0,609.0,5,2555.0,947500.0
5.0,0,3,18.8,3170,5.0,2.0,2.0,873.0,4,7113.0,1016000.0
4.0,0,3,6.2,3015,4.0,2.0,2.0,512.0,6,1223.0,1200000.0
4.0,0,4,8.9,3084,4.0,2.0,3.0,512.0,0,2890.0,1330000.0
2.0,0,1,9.3,3162,4.0,2.0,2.0,464.0,5,5051.0,1262000.0
2.0,2,1,13.8,3188,3.0,1.0,2.0,512.0,5,5454.0,690000.0
2.0,0,1,14.7,3030,2.0,1.0,2.0,800.0,6,16166.0,566000.0
3.0,2,4,0,3000,3.0,1.0,2.0,512.0,2,17496.0,880000.0
2.0,2,0,3.3,3141,2.0,2.0,1.0,0.0,5,14887.0,1300000.0
4.0,0,1,18.4,3029,4.0,2.0,0.0,531.0,6,13830.0,571000.0
4.0,0,1,17.6,3027,4.0,2.0,2.0,461.0,6,1999.0,615000.0
4.0,0,1,13,3204,4.0,2.0,2.0,611.0,5,6795.0,1430000.0
3.0,2,1,10.2,3147,3.0,2.0,1.0,276.0,5,2894.0,896000.0
3.0,2,1,2.7,3141,3.0,1.0,1.0,512.0,5,14887.0,780000.0
2.0,0,4,6.3,3143,2.0,2.0,0.0,207.0,5,4836.0,1900000.0
2.0,2,1,8.5,3044,2.0,1.0,1.0,133.0,2,7485.0,541000.0
2.0,0,2,8.4,3072,2.0,1.0,1.0,512.0,2,14577.0,935000.0
3.0,0,1,13.8,3018,3.0,1.0,2.0,363.0,6,5301.0,712000.0
3.0,0,1,19.9,3134,3.0,2.0,2.0,313.0,0,7785.0,1013000.0
4.0,0,3,14.7,3030,4.0,2.0,2.0,700.0,6,15542.0,830000.0
3.0,0,1,3.4,3068,3.0,2.0,1.0,201.0,2,2954.0,1680000.0
3.0,0,1,3.6,3068,3.0,2.0,1.0,1727.0,2,2954.0,1040000.0
4.0,0,1,12.2,3147,4.0,3.0,2.0,724.0,5,2894.0,1415000.0
3.0,0,1,7.8,3079,3.0,1.0,2.0,512.0,0,5549.0,920000.0
3.0,0,1,5.5,3070,3.0,1.0,2.0,512.0,2,11364.0,1295000.0
3.0,2,1,9.7,3104,3.0,1.0,2.0,512.0,5,7809.0,1350000.0
1.0,2,1,6.4,3011,1.0,1.0,0.0,0.0,6,7570.0,357000.0
2.0,2,0,13.7,3188,2.0,2.0,1.0,0.0,5,5454.0,450000.0
4.0,0,0,13.8,3107,3.0,1.0,2.0,512.0,0,5420.0,1100000.0
4.0,0,1,38,3199,4.0,2.0,2.0,1296.0,4,7566.0,881000.0
4.0,0,0,8.4,3072,4.0,2.0,4.0,695.0,2,14577.0,1530000.0
3.0,0,1,17.9,3082,3.0,2.0,2.0,615.0,2,10529.0,726000.0
4.0,1,4,7.5,3040,4.0,3.0,1.0,182.0,6,588.0,800000.0
4.0,0,1,9.2,3146,4.0,2.0,2.0,652.0,5,10412.0,2376000.0
2.0,1,1,14,3021,3.0,1.0,2.0,512.0,6,14042.0,457500.0
2.0,2,1,13.8,3188,3.0,1.0,2.0,512.0,5,2356.0,720000.0
3.0,0,4,17.2,3132,3.0,2.0,1.0,654.0,0,6871.0,1070000.0
4.0,0,1,17.2,3133,4.0,2.0,2.0,661.0,0,4280.0,1088000.0
3.0,1,1,15.2,3191,3.0,2.0,2.0,512.0,5,4497.0,1000000.0
3.0,0,1,7,3071,3.0,2.0,2.0,469.0,2,8870.0,1430000.0
3.0,0,0,14.8,3023,3.0,1.0,2.0,697.0,6,6388.0,650000.0
2.0,0,1,6.3,3013,3.0,1.0,2.0,512.0,6,6543.0,907000.0
3.0,0,1,24.8,3156,3.0,2.0,1.0,626.0,0,10788.0,797000.0
4.0,0,1,6.2,3039,4.0,1.0,1.0,669.0,6,6232.0,1782000.0
4.0,0,0,11,3147,4.0,2.0,2.0,705.0,5,3052.0,2085000.0
3.0,0,1,9.7,3104,3.0,1.0,2.0,512.0,5,7809.0,1485000.0
3.0,0,3,12.6,3020,3.0,1.0,4.0,505.0,6,3755.0,700000.0
5.0,0,1,5.4,3101,5.0,2.0,2.0,696.0,5,10331.0,2660000.0
4.0,0,4,35.2,3806,4.0,2.0,2.0,520.0,1,17093.0,775000.0
5.0,0,0,11.2,3186,5.0,4.0,4.0,1276.0,5,10579.0,5800000.0
4.0,0,1,31.7,3337,4.0,2.0,2.0,800.0,3,6065.0,484000.0
3.0,0,1,13.9,3108,3.0,1.0,1.0,764.0,0,9028.0,1391000.0
3.0,0,1,14.7,3030,3.0,2.0,2.0,512.0,6,15542.0,650000.0
4.0,0,4,21.8,3089,4.0,2.0,0.0,530.0,3,4258.0,750000.0
3.0,1,4,6.4,3011,3.0,1.0,1.0,219.0,6,7570.0,760000.0
4.0,0,1,25.5,3750,4.0,2.0,2.0,400.0,2,2940.0,600000.0
3.0,0,4,5.3,3070,3.0,2.0,2.0,422.0,2,11364.0,1550000.0
1.0,2,1,4.6,3122,1.0,1.0,1.0,0.0,5,11308.0,415000.0
3.0,0,1,24.8,3156,3.0,1.0,4.0,726.0,0,10788.0,761000.0
4.0,0,3,11.7,3033,3.0,1.0,2.0,185.0,6,5629.0,630000.0
4.0,0,1,14.5,3188,4.0,2.0,2.0,0.0,5,2356.0,1200000.0
1.0,2,1,6.5,3071,1.0,1.0,1.0,0.0,2,8870.0,315000.0
5.0,0,1,11.2,3073,3.0,1.0,2.0,512.0,2,21650.0,1075000.0
3.0,0,4,25,3155,3.0,1.0,2.0,719.0,0,9704.0,735000.0
4.0,0,1,7.3,3146,4.0,3.0,2.0,858.0,5,10412.0,3200000.0
3.0,0,1,16.2,3094,3.0,1.0,2.0,512.0,0,3891.0,925000.0
3.0,0,1,13.8,3165,3.0,1.0,2.0,512.0,5,10969.0,1620000.0
2.0,1,1,2.4,3121,3.0,1.0,2.0,512.0,2,14949.0,900000.0
2.0,2,1,7.3,3146,2.0,1.0,1.0,1101.0,5,10412.0,519500.0
5.0,0,1,13.9,3108,5.0,3.0,2.0,656.0,0,9028.0,1400000.0
3.0,0,3,15.5,3167,3.0,1.0,1.0,534.0,4,3692.0,915000.0
2.0,2,3,6.5,3071,3.0,1.0,2.0,512.0,2,8870.0,421000.0
4.0,0,1,12.6,3020,4.0,2.0,0.0,567.0,6,3755.0,726000.0
5.0,0,1,13.7,3188,4.0,2.0,2.0,700.0,5,5454.0,1805000.0
4.0,0,3,21.5,3195,3.0,1.0,2.0,512.0,4,2824.0,1210000.0
3.0,0,1,8.4,3072,3.0,2.0,4.0,528.0,2,14577.0,985000.0
2.0,0,1,20,3194,2.0,2.0,2.0,390.0,4,6162.0,780000.0
1.0,2,4,3.4,3031,3.0,1.0,2.0,512.0,2,3593.0,285000.0
4.0,0,1,14.7,3151,4.0,1.0,2.0,629.0,0,4048.0,1351000.0
3.0,0,1,6.3,3013,3.0,1.0,0.0,230.0,6,6543.0,1225000.0
3.0,0,3,13.5,3020,3.0,1.0,4.0,656.0,6,6763.0,581000.0
2.0,2,0,0,3000,3.0,1.0,2.0,512.0,2,17496.0,370000.0
1.0,0,1,13.7,3188,1.0,2.0,0.0,994.0,5,5454.0,2450000.0
4.0,0,0,7.8,3124,4.0,3.0,1.0,0.0,5,8920.0,2750000.0
3.0,2,1,8.5,3185,3.0,2.0,2.0,319.0,5,4898.0,1240000.0
3.0,0,1,10.6,3084,3.0,2.0,0.0,600.0,0,2890.0,1340000.0
3.0,0,1,15,3021,3.0,1.0,2.0,512.0,6,1202.0,400000.0
3.0,0,1,5.5,3070,2.0,3.0,1.0,448.0,2,11364.0,1860000.0
3.0,0,0,6.4,3078,3.0,3.0,2.0,686.0,2,2211.0,2000000.0
4.0,0,0,10.5,3034,4.0,2.0,2.0,554.0,6,4502.0,680000.0
3.0,0,1,19.6,3076,3.0,1.0,2.0,512.0,2,10926.0,620500.0
3.0,1,0,8.7,3032,3.0,1.0,2.0,512.0,6,4918.0,1150000.0
3.0,0,0,10.7,3187,3.0,2.0,2.0,312.0,5,6938.0,1075000.0
3.0,0,0,6.1,3182,3.0,2.0,2.0,1039.0,5,13240.0,1120000.0
2.0,2,3,7.7,3184,2.0,2.0,2.0,0.0,5,8989.0,800000.0
3.0,0,1,13,3046,3.0,1.0,2.0,738.0,2,8870.0,822000.0
2.0,1,0,13,3204,2.0,1.0,1.0,83.0,5,6795.0,680000.0
4.0,0,1,14.7,3152,4.0,2.0,2.0,779.0,0,5424.0,906000.0
3.0,0,1,19.6,3076,3.0,1.0,2.0,524.0,2,10926.0,600000.0
4.0,0,1,18,3037,4.0,2.0,2.0,655.0,6,4242.0,695000.0
3.0,0,1,15,3085,3.0,1.0,2.0,512.0,2,1369.0,665000.0
4.0,0,1,6.3,3013,4.0,2.0,2.0,406.0,6,6543.0,1561000.0
2.0,0,1,10.8,3019,2.0,1.0,1.0,604.0,6,3589.0,760000.0
3.0,0,3,12,3073,3.0,2.0,3.0,944.0,2,21650.0,980000.0
3.0,0,1,13.5,3020,3.0,1.0,1.0,573.0,6,6763.0,530000.0
3.0,1,1,9.7,3104,3.0,1.0,2.0,512.0,5,7809.0,1320000.0
4.0,0,3,25,3155,4.0,2.0,2.0,3381.0,0,9704.0,1606000.0
3.0,2,1,14.9,3087,3.0,1.0,1.0,0.0,2,2329.0,549000.0
3.0,0,1,7.5,3040,3.0,1.0,6.0,645.0,6,1543.0,1210000.0
4.0,0,1,27.2,3024,3.0,1.0,2.0,512.0,6,5262.0,551000.0
2.0,2,1,8.9,3084,3.0,1.0,2.0,512.0,0,2890.0,648500.0
2.0,1,4,4.3,3032,3.0,1.0,2.0,512.0,6,6567.0,850000.0
3.0,0,1,14.7,3030,3.0,2.0,2.0,512.0,6,15542.0,651000.0
3.0,0,4,6.3,3143,2.0,1.0,2.0,212.0,5,4836.0,1300000.0
3.0,0,1,15.5,3038,3.0,1.0,2.0,512.0,6,570.0,670000.0
2.0,2,3,9.9,3044,2.0,1.0,1.0,0.0,2,7485.0,521500.0
4.0,0,1,17.3,3193,4.0,3.0,2.0,704.0,5,5366.0,2200000.0
3.0,0,1,13.9,3165,3.0,2.0,1.0,291.0,5,10969.0,921000.0
3.0,0,3,35.4,3198,3.0,1.0,1.0,671.0,4,8077.0,760000.0
4.0,0,1,6.4,3011,3.0,1.0,2.0,411.0,6,7570.0,1290000.0
3.0,0,1,12.9,3043,3.0,1.0,1.0,556.0,6,3285.0,645000.0
2.0,2,1,21.5,3195,3.0,1.0,2.0,512.0,4,3650.0,549000.0
3.0,0,1,18.8,3170,3.0,1.0,2.0,739.0,4,7113.0,865000.0
4.0,2,3,8,3040,4.0,2.0,2.0,0.0,6,9264.0,1170000.0
2.0,2,1,5.9,3055,3.0,1.0,2.0,512.0,2,7082.0,424000.0
4.0,0,1,8.9,3084,4.0,2.0,3.0,1783.0,0,1651.0,3300000.0
2.0,1,3,7,3013,3.0,1.0,2.0,512.0,6,6543.0,705000.0
3.0,0,1,5.3,3070,3.0,1.0,2.0,512.0,2,11364.0,1225000.0
4.0,1,2,19.9,3134,3.0,1.0,2.0,512.0,0,7785.0,850000.0
3.0,0,1,13.4,3130,3.0,1.0,2.0,512.0,0,5713.0,1300000.0
5.0,0,0,20.4,3059,5.0,2.0,2.0,512.0,2,4864.0,650000.0
3.0,1,4,9.2,3146,3.0,2.0,2.0,541.0,5,10412.0,1200000.0
2.0,2,3,9.2,3146,2.0,1.0,1.0,1069.0,5,10412.0,382000.0
4.0,0,1,15.5,3038,4.0,2.0,1.0,512.0,6,3656.0,685000.0
3.0,0,1,14.5,3047,3.0,1.0,2.0,512.0,2,851.0,515000.0
4.0,1,0,10.8,3105,4.0,2.0,2.0,189.0,0,4480.0,950000.0
2.0,1,1,8.4,3072,3.0,1.0,2.0,512.0,2,14577.0,640000.0
4.0,0,3,38,3199,4.0,1.0,4.0,600.0,4,7566.0,830000.0
3.0,0,4,4.1,3206,3.0,2.0,1.0,151.0,5,2019.0,1500000.0
3.0,0,1,2.6,3121,2.0,1.0,0.0,203.0,2,14949.0,1260000.0
2.0,2,0,6.1,3182,2.0,1.0,1.0,0.0,5,13240.0,542500.0
4.0,0,1,16.3,3075,4.0,2.0,4.0,544.0,2,8279.0,750000.0
2.0,2,1,8.9,3084,3.0,1.0,2.0,512.0,0,1651.0,704000.0
2.0,2,1,12.2,3147,2.0,1.0,1.0,78.0,5,2894.0,822000.0
3.0,2,4,8.2,3041,3.0,2.0,2.0,288.0,6,3284.0,750000.0
2.0,2,4,12,3073,3.0,1.0,2.0,512.0,2,21650.0,350000.0
3.0,1,3,13.8,3165,3.0,2.0,2.0,335.0,5,10969.0,1280000.0
3.0,0,0,11,3018,3.0,1.0,2.0,512.0,6,5301.0,1020000.0
3.0,0,1,7.7,3124,3.0,1.0,2.0,835.0,5,8920.0,3010000.0
2.0,2,1,10.2,3127,3.0,1.0,2.0,512.0,5,5457.0,645000.0
2.0,2,1,4.6,3142,3.0,1.0,2.0,512.0,5,7217.0,1940000.0
4.0,0,3,18,3037,3.0,1.0,2.0,512.0,6,2898.0,505000.0
5.0,0,4,11.2,3127,5.0,2.0,2.0,641.0,5,5457.0,1975000.0
2.0,2,0,5.7,3078,3.0,1.0,2.0,512.0,2,2970.0,620000.0
3.0,0,3,14,3021,3.0,2.0,2.0,512.0,6,14042.0,840000.0
2.0,0,1,7.8,3058,2.0,1.0,3.0,457.0,2,11204.0,1008000.0
3.0,1,3,4.5,3057,3.0,2.0,1.0,116.0,2,5533.0,899000.0
2.0,2,3,6.5,3071,3.0,1.0,2.0,512.0,2,8870.0,422000.0
3.0,2,4,1.6,3065,3.0,2.0,1.0,2782.0,2,5825.0,850000.0
3.0,0,1,14.8,3023,3.0,1.0,2.0,693.0,6,6388.0,716000.0
4.0,1,0,4.3,3032,3.0,1.0,2.0,512.0,6,6567.0,850000.0
3.0,0,3,9.7,3103,3.0,2.0,2.0,699.0,5,5682.0,2125000.0
2.0,0,1,3.3,3206,2.0,1.0,0.0,159.0,5,3280.0,1455000.0
4.0,0,1,7.8,3012,4.0,1.0,1.0,318.0,6,1808.0,1205000.0
3.0,0,1,5.6,3101,3.0,3.0,4.0,1197.0,5,10331.0,2770000.0
4.0,0,1,11.7,3125,3.0,2.0,3.0,739.0,5,5678.0,1410000.0
2.0,2,0,6.1,3182,2.0,2.0,1.0,0.0,5,13240.0,570000.0
2.0,2,1,4.5,3181,2.0,1.0,1.0,0.0,5,7717.0,781000.0
4.0,1,4,10.2,3147,4.0,2.0,1.0,338.0,5,3052.0,1650000.0
3.0,0,1,6.3,3143,3.0,2.0,2.0,296.0,5,4836.0,1939000.0
3.0,0,1,11.2,3073,3.0,1.0,2.0,512.0,2,21650.0,643500.0
2.0,1,1,6.9,3039,2.0,2.0,2.0,239.0,6,6232.0,800000.0
2.0,2,1,6.2,3123,3.0,1.0,2.0,512.0,5,6482.0,658000.0
3.0,0,1,16.1,3088,3.0,2.0,1.0,653.0,2,8524.0,896000.0
3.0,0,4,2.4,3121,3.0,1.0,1.0,111.0,2,14949.0,1250000.0
5.0,0,4,10.2,3127,5.0,3.0,2.0,735.0,5,5457.0,2000000.0
3.0,0,1,14.7,3030,3.0,1.0,2.0,548.0,6,16166.0,383000.0
3.0,0,1,11.2,3073,3.0,1.0,2.0,756.0,2,21650.0,940000.0
4.0,1,3,11.5,3046,3.0,1.0,2.0,512.0,2,2651.0,670000.0
4.0,0,1,12.3,3166,4.0,2.0,2.0,541.0,5,3224.0,1546000.0
4.0,0,1,10.5,3020,4.0,2.0,2.0,699.0,6,6763.0,859000.0
2.0,0,1,8.4,3015,2.0,1.0,1.0,315.0,6,5498.0,816000.0
3.0,2,0,4.3,3032,3.0,2.0,2.0,2905.0,6,6567.0,825000.0
3.0,0,3,28.8,3177,3.0,1.0,5.0,586.0,4,3533.0,531000.0
3.0,0,4,10.5,3081,3.0,2.0,2.0,251.0,0,2947.0,600000.0
4.0,0,1,16.7,3150,4.0,2.0,2.0,690.0,0,15321.0,1130000.0
3.0,0,1,5.9,3032,4.0,1.0,2.0,594.0,6,6567.0,1230000.0
2.0,0,0,11.2,3145,2.0,1.0,2.0,604.0,5,8801.0,1150000.0
4.0,0,3,30.4,3160,3.0,1.0,2.0,512.0,1,869.0,855000.0
4.0,0,1,12.5,3041,4.0,2.0,2.0,697.0,6,389.0,1260000.0
4.0,0,4,10.3,3187,4.0,2.0,2.0,697.0,5,6938.0,3100000.0
4.0,0,0,8.8,3072,4.0,1.0,3.0,577.0,2,14577.0,910000.0
2.0,0,1,12.3,3166,3.0,1.0,2.0,512.0,5,3145.0,675000.0
3.0,0,1,6.7,3058,3.0,2.0,2.0,190.0,2,11204.0,890000.0
2.0,0,3,9.2,3146,2.0,1.0,0.0,251.0,5,10412.0,1020000.0
1.0,0,3,8.8,3072,1.0,1.0,0.0,397.0,2,14577.0,830000.0
2.0,0,1,13.9,3020,2.0,1.0,2.0,697.0,6,2185.0,670000.0
3.0,0,1,11.2,3042,3.0,2.0,2.0,403.0,6,2291.0,773000.0
5.0,0,1,10.5,3020,4.0,2.0,4.0,512.0,6,6763.0,950000.0
2.0,1,1,7.8,3058,2.0,1.0,1.0,108.0,2,11204.0,598000.0
3.0,0,1,14,3047,3.0,1.0,2.0,594.0,2,4294.0,595000.0
2.0,0,1,5.2,3056,2.0,1.0,1.0,512.0,2,11918.0,970000.0
4.0,0,1,7.3,3146,4.0,2.0,2.0,512.0,5,10412.0,2001000.0
3.0,0,1,6.2,3015,3.0,1.0,2.0,512.0,6,5498.0,1245000.0
2.0,1,4,11.2,3073,3.0,1.0,2.0,512.0,2,21650.0,360000.0
3.0,0,1,8.2,3041,3.0,2.0,1.0,304.0,6,3284.0,1016000.0
2.0,2,1,7.9,3103,2.0,1.0,1.0,512.0,5,5682.0,1005000.0
2.0,2,4,10.2,3127,2.0,2.0,1.0,512.0,5,5457.0,985000.0
5.0,0,1,14.7,3030,5.0,2.0,2.0,476.0,6,15542.0,717760.0
2.0,0,4,2.7,3141,2.0,1.0,0.0,512.0,5,14887.0,770000.0
4.0,0,4,11.2,3186,3.0,1.0,2.0,512.0,5,10579.0,5250000.0
3.0,0,1,19.6,3076,3.0,1.0,2.0,545.0,2,10926.0,589500.0
1.0,2,3,6.6,3183,1.0,1.0,0.0,0.0,5,2952.0,500000.0
3.0,0,1,19.9,3134,3.0,1.0,2.0,738.0,0,7785.0,880000.0
1.0,0,1,2.6,3052,1.0,1.0,1.0,0.0,2,2309.0,307000.0
2.0,0,1,3.3,3141,2.0,1.0,0.0,105.0,5,14887.0,1036500.0
4.0,0,1,15.5,3028,4.0,2.0,2.0,512.0,6,7630.0,835000.0
3.0,0,1,7.5,3123,3.0,1.0,0.0,305.0,5,6482.0,1575000.0
2.0,2,0,7.7,3184,2.0,1.0,1.0,510.0,5,8989.0,680000.0
2.0,2,1,2.4,3121,2.0,2.0,1.0,2226.0,2,14949.0,650000.0
3.0,0,1,5.9,3055,3.0,1.0,2.0,353.0,2,7082.0,1330000.0
4.0,0,1,13.9,3165,4.0,2.0,3.0,591.0,5,10969.0,1190000.0
4.0,0,1,25,3155,4.0,1.0,1.0,744.0,0,9704.0,728000.0
3.0,0,3,2.6,3121,3.0,1.0,0.0,238.0,2,14949.0,1474000.0
3.0,0,1,38,3199,3.0,1.0,4.0,578.0,4,17055.0,506000.0
2.0,2,1,6.1,3182,2.0,1.0,1.0,0.0,5,13240.0,482000.0
4.0,0,4,5.3,3122,4.0,2.0,3.0,723.0,5,11308.0,2350000.0
3.0,0,0,6.4,3011,3.0,1.0,3.0,413.0,6,7570.0,930000.0
3.0,0,1,7.5,3040,3.0,1.0,2.0,795.0,6,9264.0,1710000.0
4.0,0,4,21.3,3135,4.0,3.0,2.0,1633.0,0,4407.0,1675000.0
3.0,0,1,12.9,3043,3.0,2.0,4.0,512.0,6,3296.0,705000.0
3.0,0,1,14,3047,3.0,1.0,1.0,614.0,2,2246.0,505500.0
3.0,0,1,13.8,3165,3.0,1.0,2.0,512.0,5,10969.0,1835000.0
4.0,1,1,13,3166,4.0,4.0,2.0,370.0,5,3145.0,1340000.0
3.0,0,1,16.1,3088,3.0,1.0,0.0,930.0,0,915.0,805000.0
3.0,2,1,5.1,3181,3.0,2.0,2.0,0.0,5,4380.0,830000.0
3.0,0,0,13.8,3165,3.0,1.0,2.0,512.0,5,10969.0,1100000.0
2.0,2,1,11.2,3145,2.0,1.0,1.0,92.0,5,8801.0,720000.0
2.0,2,3,1.5,3002,2.0,1.0,1.0,0.0,2,3040.0,900000.0
3.0,0,1,12,3073,3.0,1.0,1.0,818.0,2,21650.0,1210000.0
2.0,1,1,3.4,3031,2.0,1.0,1.0,105.0,2,5263.0,841000.0
2.0,0,0,15.5,3167,2.0,2.0,0.0,600.0,4,3692.0,985000.0
2.0,2,0,5,3182,3.0,1.0,2.0,512.0,5,13240.0,700000.0
2.0,2,1,1.6,3053,3.0,1.0,2.0,512.0,2,6786.0,685000.0
4.0,0,0,7,3013,4.0,1.0,2.0,360.0,6,6543.0,660000.0
3.0,0,1,14,3021,3.0,2.0,2.0,512.0,6,1202.0,650000.0
4.0,0,1,14.7,3152,4.0,2.0,2.0,704.0,0,5424.0,951000.0
3.0,0,1,11.7,3033,3.0,2.0,2.0,310.0,6,5629.0,990000.0
5.0,0,0,15.5,3106,5.0,3.0,2.0,585.0,0,6202.0,1950000.0
3.0,0,4,7.3,3102,3.0,2.0,2.0,741.0,5,2671.0,2125000.0
4.0,0,1,5.3,3070,4.0,2.0,2.0,516.0,2,11364.0,2190000.0
1.0,2,4,3.8,3207,1.0,1.0,1.0,0.0,5,8648.0,400000.0
2.0,0,3,16.3,3075,2.0,1.0,2.0,416.0,2,8279.0,511500.0
3.0,1,0,11.2,3073,3.0,1.0,2.0,512.0,2,21650.0,480000.0
3.0,2,3,5.5,3070,3.0,1.0,2.0,150.0,2,11364.0,810000.0
3.0,0,3,18,3095,3.0,1.0,2.0,512.0,0,6990.0,875000.0
3.0,0,1,9,3079,3.0,2.0,2.0,1232.0,0,1554.0,2150000.0
3.0,0,1,16.2,3094,3.0,1.0,0.0,396.0,0,3891.0,806000.0
